id,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
g_00303,0.108,44,0.103,61,0.111,13,0.096,0.1,N,0.45,SignalP-noTM
g_00304,0.11,43,0.109,43,0.123,23,0.1,0.104,N,0.45,SignalP-noTM
g_00305,0.141,36,0.134,36,0.152,34,0.113,0.125,N,0.5,SignalP-TM
g_00306,0.111,38,0.148,11,0.236,1,0.169,0.159,N,0.45,SignalP-noTM
g_00307,0.119,34,0.144,11,0.406,31,0.171,0.158,N,0.45,SignalP-noTM
g_00308,0.175,28,0.133,28,0.192,1,0.109,0.12,N,0.45,SignalP-noTM
g_00309,0.195,39,0.282,29,0.666,18,0.402,0.33,N,0.5,SignalP-TM
g_00310,0.119,23,0.115,23,0.141,23,0.111,0.113,N,0.45,SignalP-noTM
g_00311,0.187,37,0.17,37,0.374,18,0.178,0.173,N,0.5,SignalP-TM
g_00312,0.229,33,0.168,22,0.218,3,0.137,0.151,N,0.45,SignalP-noTM
g_00313,0.113,55,0.112,55,0.128,43,0.104,0.108,N,0.45,SignalP-noTM
g_00314,0.36,24,0.574,24,0.965,16,0.916,0.759,Y,0.45,SignalP-noTM
g_00315,0.337,22,0.477,22,0.829,20,0.676,0.557,Y,0.5,SignalP-TM
g_00316,0.217,19,0.252,19,0.486,18,0.284,0.269,N,0.45,SignalP-noTM
g_00317,0.111,54,0.11,54,0.123,34,0.1,0.104,N,0.45,SignalP-noTM
g_00318,0.215,49,0.139,65,0.245,52,0.133,0.137,N,0.5,SignalP-TM
g_00319,0.107,41,0.105,70,0.113,60,0.1,0.102,N,0.45,SignalP-noTM
g_00320,0.225,24,0.176,24,0.237,13,0.139,0.156,N,0.45,SignalP-noTM
g_00321,0.112,35,0.115,35,0.137,25,0.113,0.114,N,0.45,SignalP-noTM
g_00322,0.143,37,0.159,37,0.317,3,0.196,0.179,N,0.45,SignalP-noTM
g_00323,0.152,59,0.124,59,0.116,53,0.097,0.109,N,0.45,SignalP-noTM
g_00324,0.15,25,0.142,25,0.175,3,0.136,0.139,N,0.45,SignalP-noTM
g_00325,0.115,32,0.117,14,0.158,10,0.132,0.125,N,0.45,SignalP-noTM
g_00326,0.163,53,0.207,53,0.651,50,0.189,0.197,N,0.45,SignalP-noTM
g_00327,0.11,40,0.105,58,0.121,12,0.098,0.101,N,0.45,SignalP-noTM
g_00328,0.107,12,0.106,12,0.126,2,0.103,0.105,N,0.45,SignalP-noTM
g_00329,0.109,32,0.102,39,0.105,35,0.092,0.097,N,0.45,SignalP-noTM
g_00330,0.131,44,0.126,19,0.178,1,0.117,0.121,N,0.45,SignalP-noTM
g_00331,0.11,21,0.106,42,0.125,31,0.101,0.104,N,0.45,SignalP-noTM
g_00332,0.108,29,0.105,70,0.13,6,0.1,0.102,N,0.45,SignalP-noTM
g_00333,0.195,31,0.153,31,0.158,1,0.118,0.139,N,0.5,SignalP-TM
g_00334,0.592,19,0.749,19,0.981,13,0.951,0.858,Y,0.45,SignalP-noTM
g_00335,0.113,21,0.109,21,0.123,3,0.105,0.107,N,0.45,SignalP-noTM
g_00336,0.107,44,0.105,37,0.117,21,0.096,0.1,N,0.45,SignalP-noTM
g_00337,0.535,37,0.322,37,0.457,2,0.262,0.298,N,0.5,SignalP-TM
g_00338,0.128,35,0.124,35,0.162,39,0.121,0.123,N,0.45,SignalP-noTM
g_00339,0.543,29,0.457,29,0.605,19,0.389,0.42,N,0.45,SignalP-noTM
g_00340,0.11,54,0.104,67,0.11,54,0.094,0.098,N,0.45,SignalP-noTM
g_00341,0.211,32,0.168,32,0.212,13,0.143,0.155,N,0.45,SignalP-noTM
g_00342,0.11,68,0.112,14,0.129,1,0.111,0.111,N,0.45,SignalP-noTM
g_00343,0.114,52,0.122,16,0.193,13,0.143,0.133,N,0.45,SignalP-noTM
g_00344,0.11,38,0.137,53,0.243,47,0.123,0.132,N,0.5,SignalP-TM
g_00345,0.111,34,0.107,14,0.132,12,0.113,0.11,N,0.45,SignalP-noTM
g_00346,0.109,64,0.106,19,0.147,12,0.109,0.108,N,0.45,SignalP-noTM
g_00347,0.129,24,0.122,24,0.151,34,0.118,0.12,N,0.45,SignalP-noTM
g_00348,0.133,42,0.125,42,0.175,31,0.106,0.115,N,0.45,SignalP-noTM
g_00349,0.271,31,0.267,31,0.314,26,0.223,0.249,N,0.5,SignalP-TM
g_00350,0.121,20,0.149,11,0.255,1,0.156,0.153,N,0.45,SignalP-noTM
g_00351,0.113,20,0.105,56,0.115,51,0.097,0.101,N,0.45,SignalP-noTM
g_00352,0.135,45,0.133,45,0.178,43,0.119,0.127,N,0.5,SignalP-TM
g_00353,0.137,57,0.114,57,0.111,67,0.095,0.104,N,0.45,SignalP-noTM
g_00354,0.12,43,0.138,35,0.251,12,0.16,0.15,N,0.45,SignalP-noTM
g_00355,0.112,42,0.112,42,0.126,31,0.108,0.11,N,0.45,SignalP-noTM
g_00356,0.11,57,0.123,19,0.169,12,0.136,0.13,N,0.45,SignalP-noTM
g_00357,0.127,49,0.112,49,0.137,48,0.098,0.104,N,0.45,SignalP-noTM
g_00358,0.156,28,0.155,28,0.207,27,0.156,0.156,N,0.45,SignalP-noTM
g_00359,0.273,30,0.281,30,0.671,4,0.405,0.33,N,0.5,SignalP-TM
g_00360,0.116,45,0.109,45,0.14,42,0.103,0.106,N,0.45,SignalP-noTM
g_00361,0.11,59,0.111,45,0.135,43,0.105,0.108,N,0.45,SignalP-noTM
g_00362,0.118,31,0.129,11,0.162,7,0.149,0.139,N,0.45,SignalP-noTM
g_00363,0.116,63,0.144,12,0.257,5,0.197,0.165,N,0.5,SignalP-TM
g_00364,0.114,32,0.115,40,0.159,28,0.114,0.114,N,0.45,SignalP-noTM
g_00365,0.109,19,0.15,12,0.258,1,0.184,0.168,N,0.45,SignalP-noTM
g_00366,0.203,27,0.144,27,0.173,26,0.103,0.122,N,0.45,SignalP-noTM
g_00367,0.113,60,0.129,12,0.194,1,0.123,0.126,N,0.45,SignalP-noTM
g_00368,0.106,50,0.103,13,0.109,1,0.096,0.099,N,0.45,SignalP-noTM
g_00369,0.369,29,0.272,29,0.33,11,0.2,0.233,N,0.45,SignalP-noTM
g_00370,0.137,45,0.12,45,0.209,44,0.105,0.112,N,0.45,SignalP-noTM
g_00371,0.111,16,0.126,12,0.186,2,0.136,0.131,N,0.45,SignalP-noTM
g_00372,0.111,32,0.123,11,0.161,1,0.127,0.125,N,0.45,SignalP-noTM
g_00373,0.112,42,0.112,52,0.141,45,0.105,0.108,N,0.45,SignalP-noTM
g_00374,0.108,42,0.107,57,0.119,43,0.1,0.103,N,0.45,SignalP-noTM
g_00375,0.129,52,0.153,11,0.286,1,0.16,0.157,N,0.45,SignalP-noTM
g_00376,0.144,22,0.131,22,0.157,1,0.117,0.123,N,0.45,SignalP-noTM
g_00377,0.111,66,0.213,47,0.717,36,0.295,0.258,N,0.45,SignalP-noTM
g_00378,0.121,37,0.123,15,0.24,6,0.145,0.135,N,0.45,SignalP-noTM
g_00379,0.264,17,0.236,17,0.438,2,0.237,0.237,N,0.5,SignalP-TM
g_00380,0.11,55,0.106,55,0.112,35,0.096,0.101,N,0.45,SignalP-noTM
g_00381,0.121,29,0.108,29,0.116,1,0.097,0.102,N,0.45,SignalP-noTM
g_00382,0.123,31,0.129,11,0.208,2,0.153,0.142,N,0.45,SignalP-noTM
g_00383,0.166,33,0.258,33,0.695,30,0.346,0.305,N,0.45,SignalP-noTM
g_00384,0.125,30,0.108,30,0.12,48,0.094,0.1,N,0.45,SignalP-noTM
g_00385,0.111,65,0.103,68,0.106,68,0.091,0.097,N,0.45,SignalP-noTM
g_00386,0.124,22,0.109,42,0.117,23,0.099,0.103,N,0.45,SignalP-noTM
g_00387,0.177,70,0.136,70,0.116,56,0.102,0.118,N,0.45,SignalP-noTM
g_00388,0.11,65,0.105,34,0.116,26,0.104,0.105,N,0.45,SignalP-noTM
g_00389,0.172,20,0.137,20,0.136,15,0.109,0.122,N,0.45,SignalP-noTM
g_00390,0.109,64,0.104,64,0.106,24,0.095,0.099,N,0.45,SignalP-noTM
g_00391,0.108,36,0.109,36,0.122,28,0.107,0.108,N,0.45,SignalP-noTM
g_00392,0.11,54,0.104,62,0.12,48,0.096,0.1,N,0.45,SignalP-noTM
g_00393,0.109,51,0.109,19,0.142,13,0.113,0.111,N,0.45,SignalP-noTM
g_00394,0.173,18,0.156,18,0.263,17,0.137,0.146,N,0.45,SignalP-noTM
g_00395,0.106,30,0.103,45,0.118,54,0.093,0.098,N,0.45,SignalP-noTM
g_00396,0.112,66,0.115,66,0.16,50,0.104,0.109,N,0.45,SignalP-noTM
g_00397,0.114,37,0.145,12,0.235,1,0.148,0.146,N,0.45,SignalP-noTM
g_00398,0.133,45,0.127,45,0.173,43,0.123,0.125,N,0.45,SignalP-noTM
g_00399,0.218,32,0.267,14,0.76,9,0.69,0.436,N,0.5,SignalP-TM
g_00400,0.114,41,0.115,12,0.14,2,0.11,0.112,N,0.45,SignalP-noTM
g_00401,0.164,21,0.128,21,0.22,20,0.108,0.12,N,0.5,SignalP-TM
g_00402,0.118,40,0.109,40,0.122,37,0.098,0.103,N,0.45,SignalP-noTM
g_00403,0.113,44,0.11,68,0.135,50,0.098,0.103,N,0.45,SignalP-noTM
g_00404,0.11,66,0.107,66,0.119,50,0.097,0.101,N,0.45,SignalP-noTM
g_00405,0.111,27,0.104,14,0.125,3,0.101,0.102,N,0.45,SignalP-noTM
g_00406,0.109,38,0.108,38,0.126,26,0.107,0.108,N,0.45,SignalP-noTM
g_00407,0.11,58,0.105,62,0.127,4,0.096,0.1,N,0.45,SignalP-noTM
g_00408,0.109,17,0.128,17,0.188,6,0.154,0.142,N,0.45,SignalP-noTM
g_00409,0.109,29,0.139,11,0.23,1,0.139,0.139,N,0.45,SignalP-noTM
g_00410,0.107,7,0.112,11,0.145,4,0.12,0.116,N,0.45,SignalP-noTM
g_00411,0.161,32,0.131,32,0.144,45,0.102,0.115,N,0.45,SignalP-noTM
g_00412,0.109,39,0.107,39,0.128,34,0.105,0.106,N,0.45,SignalP-noTM
g_00413,0.116,22,0.112,22,0.14,32,0.107,0.109,N,0.45,SignalP-noTM
g_00414,0.19,27,0.192,11,0.516,3,0.357,0.258,N,0.5,SignalP-TM
g_00415,0.382,56,0.115,70,0.164,59,0.066,0.095,N,0.5,SignalP-TM
g_00416,0.112,35,0.113,12,0.136,8,0.121,0.117,N,0.45,SignalP-noTM
g_00417,0.11,58,0.112,54,0.125,32,0.102,0.107,N,0.45,SignalP-noTM
g_00418,0.109,43,0.107,47,0.128,14,0.102,0.104,N,0.45,SignalP-noTM
g_00419,0.16,37,0.153,19,0.254,18,0.16,0.156,N,0.45,SignalP-noTM
g_00420,0.112,62,0.111,62,0.137,51,0.098,0.104,N,0.45,SignalP-noTM
g_00421,0.113,55,0.119,37,0.213,12,0.127,0.122,N,0.5,SignalP-TM
g_00422,0.127,17,0.256,17,0.75,8,0.51,0.393,N,0.45,SignalP-noTM
g_00423,0.108,62,0.104,34,0.11,21,0.097,0.1,N,0.45,SignalP-noTM
g_00424,0.113,64,0.109,30,0.133,22,0.108,0.108,N,0.45,SignalP-noTM
g_00425,0.372,19,0.356,19,0.482,5,0.334,0.344,N,0.45,SignalP-noTM
g_00426,0.233,14,0.251,14,0.504,13,0.291,0.273,N,0.45,SignalP-noTM
g_00427,0.108,15,0.109,37,0.117,14,0.109,0.109,N,0.45,SignalP-noTM
g_00428,0.112,41,0.109,41,0.125,21,0.103,0.106,N,0.45,SignalP-noTM
g_00429,0.11,64,0.116,55,0.163,48,0.109,0.112,N,0.45,SignalP-noTM
g_00430,0.116,28,0.108,28,0.144,2,0.105,0.107,N,0.45,SignalP-noTM
g_00431,0.112,52,0.109,69,0.15,27,0.102,0.105,N,0.45,SignalP-noTM
g_00432,0.11,20,0.105,20,0.122,41,0.1,0.103,N,0.45,SignalP-noTM
g_00433,0.108,67,0.106,13,0.122,3,0.104,0.105,N,0.45,SignalP-noTM
g_00434,0.111,34,0.11,53,0.137,33,0.106,0.108,N,0.45,SignalP-noTM
g_00435,0.192,60,0.19,60,0.276,53,0.115,0.16,N,0.5,SignalP-TM
g_00436,0.114,24,0.105,42,0.113,25,0.099,0.101,N,0.45,SignalP-noTM
g_00437,0.16,17,0.134,17,0.122,4,0.109,0.121,N,0.45,SignalP-noTM
g_00438,0.139,17,0.114,17,0.129,31,0.093,0.102,N,0.45,SignalP-noTM
g_00439,0.2,23,0.188,23,0.27,16,0.177,0.182,N,0.45,SignalP-noTM
g_00440,0.111,37,0.107,54,0.117,43,0.097,0.102,N,0.45,SignalP-noTM
g_00441,0.113,58,0.127,58,0.198,45,0.114,0.12,N,0.45,SignalP-noTM
g_00442,0.113,53,0.107,53,0.112,43,0.099,0.103,N,0.45,SignalP-noTM
g_00443,0.247,36,0.21,36,0.49,33,0.176,0.192,N,0.45,SignalP-noTM
g_00444,0.116,26,0.114,13,0.136,12,0.117,0.116,N,0.45,SignalP-noTM
g_00445,0.116,17,0.139,17,0.23,8,0.167,0.154,N,0.45,SignalP-noTM
g_00446,0.113,34,0.109,11,0.15,33,0.105,0.107,N,0.45,SignalP-noTM
g_00447,0.128,45,0.117,49,0.177,48,0.103,0.109,N,0.45,SignalP-noTM
g_00448,0.159,26,0.193,50,0.404,37,0.187,0.191,N,0.5,SignalP-TM
g_00449,0.109,54,0.105,54,0.118,51,0.098,0.101,N,0.45,SignalP-noTM
g_00450,0.521,46,0.37,46,0.462,42,0.155,0.284,N,0.5,SignalP-TM
g_00451,0.11,62,0.109,62,0.19,49,0.1,0.104,N,0.45,SignalP-noTM
g_00452,0.123,37,0.108,37,0.12,4,0.096,0.102,N,0.45,SignalP-noTM
g_00453,0.113,64,0.118,11,0.148,1,0.115,0.116,N,0.45,SignalP-noTM
g_00454,0.133,29,0.113,11,0.137,1,0.102,0.107,N,0.45,SignalP-noTM
g_00455,0.108,70,0.108,12,0.118,1,0.112,0.11,N,0.45,SignalP-noTM
g_00456,0.28,17,0.271,17,0.393,15,0.252,0.261,N,0.45,SignalP-noTM
g_00457,0.209,17,0.183,17,0.196,4,0.154,0.168,N,0.45,SignalP-noTM
g_00458,0.109,33,0.167,11,0.362,4,0.216,0.193,N,0.45,SignalP-noTM
g_00459,0.111,11,0.125,11,0.156,1,0.121,0.123,N,0.45,SignalP-noTM
g_00460,0.233,21,0.3,21,0.453,1,0.38,0.343,N,0.45,SignalP-noTM
g_00461,0.126,27,0.123,27,0.19,48,0.123,0.123,N,0.45,SignalP-noTM
g_00462,0.111,31,0.108,56,0.139,13,0.106,0.107,N,0.45,SignalP-noTM
g_00463,0.141,43,0.123,43,0.136,12,0.109,0.115,N,0.45,SignalP-noTM
g_00464,0.115,19,0.105,65,0.112,60,0.094,0.099,N,0.45,SignalP-noTM
g_00465,0.122,69,0.108,69,0.111,4,0.097,0.102,N,0.45,SignalP-noTM
g_00466,0.114,25,0.103,25,0.122,23,0.094,0.098,N,0.45,SignalP-noTM
g_00467,0.165,39,0.314,19,0.84,1,0.615,0.477,Y,0.45,SignalP-noTM
g_00468,0.195,49,0.147,49,0.149,45,0.105,0.125,N,0.45,SignalP-noTM
g_00469,0.16,27,0.127,27,0.171,49,0.104,0.115,N,0.45,SignalP-noTM
g_00470,0.11,47,0.112,20,0.177,13,0.115,0.114,N,0.45,SignalP-noTM
g_00471,0.161,49,0.149,49,0.269,23,0.143,0.146,N,0.45,SignalP-noTM
g_00472,0.107,56,0.11,39,0.121,29,0.105,0.107,N,0.45,SignalP-noTM
g_00473,0.126,43,0.118,25,0.206,12,0.131,0.125,N,0.45,SignalP-noTM
g_00474,0.108,45,0.101,45,0.108,55,0.093,0.097,N,0.45,SignalP-noTM
g_00475,0.168,22,0.268,22,0.579,20,0.428,0.355,N,0.45,SignalP-noTM
g_00476,0.185,27,0.217,27,0.342,7,0.251,0.235,N,0.45,SignalP-noTM
g_00477,0.111,45,0.107,45,0.115,43,0.097,0.102,N,0.45,SignalP-noTM
g_00478,0.11,26,0.106,26,0.114,16,0.101,0.103,N,0.45,SignalP-noTM
g_00479,0.111,65,0.106,13,0.133,5,0.108,0.107,N,0.45,SignalP-noTM
g_00480,0.113,35,0.106,35,0.107,14,0.099,0.102,N,0.45,SignalP-noTM
g_00481,0.181,52,0.134,52,0.127,23,0.104,0.118,N,0.45,SignalP-noTM
g_00482,0.109,70,0.106,11,0.111,64,0.106,0.106,N,0.45,SignalP-noTM
g_00483,0.165,35,0.126,35,0.137,5,0.102,0.113,N,0.45,SignalP-noTM
g_00484,0.136,24,0.121,24,0.139,23,0.108,0.114,N,0.45,SignalP-noTM
g_00485,0.122,34,0.171,12,0.322,1,0.219,0.197,N,0.45,SignalP-noTM
g_00486,0.113,23,0.104,33,0.114,42,0.097,0.1,N,0.45,SignalP-noTM
g_00487,0.158,32,0.16,12,0.397,5,0.24,0.203,N,0.45,SignalP-noTM
g_00488,0.14,18,0.188,18,0.343,2,0.263,0.218,N,0.5,SignalP-TM
g_00489,0.607,35,0.534,35,0.867,5,0.623,0.57,Y,0.5,SignalP-TM
g_00490,0.144,37,0.277,12,0.807,6,0.663,0.485,Y,0.45,SignalP-noTM
g_00491,0.134,45,0.126,45,0.159,35,0.113,0.119,N,0.45,SignalP-noTM
g_00492,0.196,16,0.203,16,0.406,34,0.236,0.22,N,0.45,SignalP-noTM
g_00493,0.166,45,0.139,11,0.249,2,0.161,0.148,N,0.5,SignalP-TM
g_00494,0.118,39,0.161,16,0.351,4,0.237,0.202,N,0.45,SignalP-noTM
g_00495,0.122,20,0.114,20,0.126,5,0.106,0.11,N,0.45,SignalP-noTM
g_00496,0.118,28,0.18,11,0.5,2,0.289,0.223,N,0.5,SignalP-TM
g_00497,0.12,26,0.11,66,0.123,49,0.1,0.105,N,0.45,SignalP-noTM
g_00498,0.201,25,0.202,25,0.445,1,0.216,0.21,N,0.45,SignalP-noTM
g_00499,0.119,18,0.109,18,0.111,3,0.098,0.103,N,0.45,SignalP-noTM
g_00500,0.131,35,0.124,35,0.196,4,0.127,0.126,N,0.45,SignalP-noTM
g_00501,0.108,37,0.106,66,0.145,33,0.1,0.103,N,0.45,SignalP-noTM
g_00502,0.108,61,0.101,61,0.106,60,0.093,0.097,N,0.45,SignalP-noTM
g_00503,0.762,22,0.742,22,0.841,4,0.74,0.741,Y,0.5,SignalP-TM
g_00504,0.114,20,0.112,11,0.144,4,0.111,0.112,N,0.45,SignalP-noTM
g_00505,0.111,62,0.106,36,0.119,14,0.099,0.102,N,0.45,SignalP-noTM
g_00506,0.135,22,0.127,47,0.224,31,0.121,0.124,N,0.45,SignalP-noTM
g_00507,0.124,42,0.113,42,0.121,36,0.102,0.107,N,0.45,SignalP-noTM
g_00508,0.112,27,0.127,16,0.186,11,0.142,0.135,N,0.45,SignalP-noTM
g_00509,0.111,47,0.104,47,0.11,4,0.099,0.101,N,0.45,SignalP-noTM
g_00510,0.747,35,0.262,35,0.589,1,0.116,0.204,N,0.5,SignalP-TM
g_00511,0.112,47,0.131,47,0.269,41,0.129,0.13,N,0.45,SignalP-noTM
g_00512,0.178,32,0.136,32,0.144,1,0.105,0.119,N,0.45,SignalP-noTM
g_00513,0.427,26,0.216,11,0.61,5,0.413,0.295,N,0.5,SignalP-TM
g_00514,0.152,20,0.165,20,0.241,6,0.176,0.171,N,0.45,SignalP-noTM
g_00515,0.156,24,0.136,24,0.26,21,0.119,0.127,N,0.45,SignalP-noTM
g_00516,0.626,20,0.766,20,0.979,11,0.935,0.857,Y,0.45,SignalP-noTM
g_00517,0.232,17,0.264,17,0.395,1,0.265,0.265,N,0.45,SignalP-noTM
g_00518,0.145,20,0.145,11,0.275,2,0.188,0.162,N,0.5,SignalP-TM
g_00519,0.135,42,0.167,26,0.353,13,0.224,0.198,N,0.45,SignalP-noTM
g_00520,0.313,26,0.345,26,0.641,8,0.455,0.389,N,0.5,SignalP-TM
g_00521,0.112,41,0.118,21,0.221,3,0.126,0.122,N,0.45,SignalP-noTM
g_00522,0.111,35,0.107,35,0.11,21,0.098,0.102,N,0.45,SignalP-noTM
g_00523,0.109,27,0.12,14,0.16,7,0.13,0.125,N,0.45,SignalP-noTM
g_00524,0.495,26,0.633,21,0.969,12,0.92,0.788,Y,0.45,SignalP-noTM
g_00525,0.161,31,0.144,31,0.178,1,0.138,0.141,N,0.45,SignalP-noTM
g_00526,0.11,45,0.105,45,0.125,42,0.099,0.102,N,0.45,SignalP-noTM
g_00527,0.108,68,0.103,48,0.117,41,0.096,0.099,N,0.45,SignalP-noTM
g_00528,0.11,62,0.11,54,0.128,44,0.104,0.107,N,0.45,SignalP-noTM
g_00529,0.125,27,0.125,43,0.18,39,0.133,0.128,N,0.5,SignalP-TM
g_00530,0.159,47,0.136,47,0.202,41,0.103,0.118,N,0.45,SignalP-noTM
g_00531,0.109,20,0.117,12,0.169,2,0.116,0.116,N,0.45,SignalP-noTM
g_00532,0.109,31,0.106,70,0.111,65,0.1,0.103,N,0.45,SignalP-noTM
g_00533,0.11,60,0.106,42,0.121,40,0.1,0.103,N,0.45,SignalP-noTM
g_00534,0.107,41,0.122,70,0.174,59,0.106,0.116,N,0.5,SignalP-TM
g_00535,0.339,29,0.532,29,0.991,14,0.86,0.709,Y,0.45,SignalP-noTM
g_00536,0.144,31,0.132,31,0.181,57,0.113,0.125,N,0.5,SignalP-TM
g_00537,0.107,69,0.106,69,0.12,50,0.099,0.102,N,0.45,SignalP-noTM
g_00538,0.12,48,0.111,24,0.135,6,0.113,0.112,N,0.45,SignalP-noTM
g_00539,0.107,30,0.106,12,0.129,1,0.101,0.103,N,0.45,SignalP-noTM
g_00540,0.107,69,0.113,12,0.134,1,0.105,0.109,N,0.45,SignalP-noTM
g_00541,0.782,22,0.73,22,0.821,2,0.702,0.719,Y,0.5,SignalP-TM
g_00542,0.111,35,0.103,57,0.11,55,0.094,0.098,N,0.45,SignalP-noTM
g_00543,0.115,45,0.109,45,0.155,30,0.104,0.107,N,0.45,SignalP-noTM
g_00544,0.111,43,0.106,43,0.112,42,0.097,0.101,N,0.45,SignalP-noTM
g_00545,0.167,23,0.153,23,0.188,8,0.139,0.145,N,0.45,SignalP-noTM
g_00546,0.112,20,0.122,20,0.16,7,0.132,0.127,N,0.45,SignalP-noTM
g_00547,0.125,21,0.141,21,0.206,13,0.161,0.152,N,0.45,SignalP-noTM
g_00548,0.139,18,0.121,18,0.129,39,0.101,0.11,N,0.45,SignalP-noTM
g_00549,0.163,42,0.217,11,0.562,2,0.442,0.307,N,0.5,SignalP-TM
g_00550,0.156,31,0.238,31,0.649,8,0.393,0.322,N,0.45,SignalP-noTM
g_00551,0.123,44,0.11,44,0.124,22,0.1,0.105,N,0.45,SignalP-noTM
g_00552,0.665,21,0.789,21,0.98,11,0.933,0.867,Y,0.45,SignalP-noTM
g_00553,0.131,23,0.122,23,0.13,37,0.113,0.117,N,0.45,SignalP-noTM
g_00554,0.13,37,0.145,37,0.282,36,0.14,0.142,N,0.45,SignalP-noTM
g_00555,0.144,66,0.121,66,0.195,12,0.108,0.114,N,0.45,SignalP-noTM
g_00556,0.109,9,0.106,41,0.117,2,0.099,0.102,N,0.45,SignalP-noTM
g_00557,0.111,22,0.113,12,0.138,4,0.109,0.111,N,0.45,SignalP-noTM
g_00558,0.154,56,0.126,56,0.113,54,0.097,0.111,N,0.45,SignalP-noTM
g_00559,0.289,40,0.107,70,0.162,11,0.07,0.092,N,0.5,SignalP-TM
g_00560,0.314,24,0.365,20,0.75,1,0.563,0.444,N,0.5,SignalP-TM
g_00561,0.118,41,0.108,41,0.117,51,0.092,0.1,N,0.45,SignalP-noTM
g_00562,0.165,28,0.167,28,0.275,18,0.169,0.168,N,0.45,SignalP-noTM
g_00563,0.123,63,0.11,63,0.113,38,0.095,0.102,N,0.45,SignalP-noTM
g_00564,0.248,26,0.24,26,0.354,3,0.229,0.236,N,0.5,SignalP-TM
g_00565,0.18,39,0.137,39,0.174,49,0.103,0.119,N,0.45,SignalP-noTM
g_00566,0.107,33,0.102,33,0.112,53,0.094,0.098,N,0.45,SignalP-noTM
g_00567,0.11,11,0.111,11,0.123,3,0.106,0.109,N,0.45,SignalP-noTM
g_00568,0.108,33,0.115,11,0.142,1,0.107,0.111,N,0.45,SignalP-noTM
g_00569,0.115,31,0.118,12,0.154,1,0.116,0.117,N,0.45,SignalP-noTM
g_00570,0.132,55,0.18,55,0.36,50,0.166,0.172,N,0.45,SignalP-noTM
g_00571,0.11,55,0.121,13,0.184,2,0.122,0.122,N,0.45,SignalP-noTM
g_00572,0.127,25,0.144,25,0.447,22,0.158,0.151,N,0.45,SignalP-noTM
g_00573,0.151,26,0.192,26,0.464,2,0.265,0.231,N,0.45,SignalP-noTM
g_00574,0.453,26,0.651,26,0.99,16,0.927,0.8,Y,0.45,SignalP-noTM
g_00575,0.176,29,0.298,20,0.691,1,0.481,0.397,N,0.45,SignalP-noTM
g_00576,0.127,17,0.109,17,0.108,58,0.095,0.102,N,0.45,SignalP-noTM
g_00577,0.218,37,0.353,37,0.729,25,0.519,0.419,N,0.5,SignalP-TM
g_00578,0.118,18,0.119,18,0.163,16,0.126,0.123,N,0.45,SignalP-noTM
g_00579,0.156,24,0.161,49,0.309,45,0.185,0.171,N,0.5,SignalP-TM
g_00580,0.162,46,0.156,46,0.291,38,0.144,0.149,N,0.45,SignalP-noTM
g_00581,0.339,24,0.401,24,0.694,3,0.482,0.445,N,0.45,SignalP-noTM
g_00582,0.109,19,0.111,19,0.152,29,0.111,0.111,N,0.45,SignalP-noTM
g_00583,0.182,22,0.18,22,0.315,21,0.176,0.178,N,0.45,SignalP-noTM
g_00584,0.304,29,0.192,29,0.204,28,0.128,0.158,N,0.45,SignalP-noTM
g_00585,0.114,23,0.111,12,0.145,44,0.111,0.111,N,0.45,SignalP-noTM
g_00586,0.111,69,0.104,69,0.12,13,0.096,0.1,N,0.45,SignalP-noTM
g_00587,0.31,31,0.315,31,0.494,28,0.322,0.318,N,0.5,SignalP-TM
g_00588,0.157,35,0.204,26,0.388,2,0.297,0.254,N,0.45,SignalP-noTM
g_00589,0.139,35,0.124,35,0.199,34,0.11,0.117,N,0.45,SignalP-noTM
g_00590,0.165,24,0.126,24,0.135,34,0.096,0.11,N,0.45,SignalP-noTM
g_00591,0.111,31,0.113,15,0.138,3,0.111,0.112,N,0.45,SignalP-noTM
g_00592,0.64,21,0.533,21,0.655,3,0.425,0.475,Y,0.45,SignalP-noTM
g_00593,0.172,21,0.153,21,0.217,1,0.129,0.14,N,0.45,SignalP-noTM
g_00594,0.111,32,0.133,11,0.216,1,0.129,0.131,N,0.45,SignalP-noTM
g_00595,0.107,61,0.105,32,0.122,13,0.1,0.102,N,0.45,SignalP-noTM
g_00596,0.152,37,0.133,37,0.193,36,0.111,0.121,N,0.45,SignalP-noTM
g_00597,0.11,59,0.136,11,0.216,1,0.131,0.133,N,0.45,SignalP-noTM
g_00598,0.12,32,0.114,32,0.129,5,0.111,0.112,N,0.45,SignalP-noTM
g_00599,0.386,37,0.289,37,0.28,10,0.202,0.254,N,0.5,SignalP-TM
g_00600,0.363,28,0.209,28,0.188,27,0.122,0.162,N,0.45,SignalP-noTM
g_00601,0.15,17,0.154,17,0.245,8,0.169,0.162,N,0.45,SignalP-noTM
g_00602,0.116,24,0.167,12,0.334,1,0.208,0.189,N,0.45,SignalP-noTM
g_00603,0.322,39,0.327,39,0.481,32,0.268,0.304,N,0.5,SignalP-TM
g_00604,0.108,70,0.105,44,0.114,24,0.094,0.099,N,0.45,SignalP-noTM
g_00605,0.158,24,0.156,24,0.21,8,0.155,0.156,N,0.45,SignalP-noTM
